date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:20	1472632/1472632	---MCZ	200	added ('OK')	image/png	etag:W/%22592508e4-167878%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/05/tuyen-dung.png	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/05/tuyen-dung.png	(from http://mitsubishisavico.com.vn/tin-tuc/tin-tuyen-dung-c4/)
14:11:39	117805/117805	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259f13a79-1cc2d%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/gian-lanh-chua-ve-sinh.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/gian-lanh-chua-ve-sinh.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:11:46	1138480/1138480	---MCZ	200	added ('OK')	image/png	etag:W/%2259f13a7b-115f30%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/su-dung-may-noi-soi-de-ho-tro-lam-sach-gian-lanh.png	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/su-dung-may-noi-soi-de-ho-tro-lam-sach-gian-lanh.png	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:11:47	2543/2543	---M-Z	200	added ('OK')	image/png	date:Tue,%2029%20Aug%202017%2004:17:59%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/logo-outlandersport.png	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/logo-outlandersport.png	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:11:54	93894/93894	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259f13a7a-16ec6%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/gian-lanh-sau-khi-ve-sinh.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/gian-lanh-sau-khi-ve-sinh.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:12:01	84759/84759	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2004:18:34%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/thiet-ke-the-thao-hien-dai.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/thiet-ke-the-thao-hien-dai.jpg	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:12:06	68556/68556	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2004:18:36%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/tiet-kiem-nhien-lieu2.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/tiet-kiem-nhien-lieu2.jpg	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:12:07	43130/43130	---M-Z	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2004:18:18%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/nhap-khau-tu-nhat-ban.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/nhap-khau-tu-nhat-ban.jpg	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:12:21	1165805/1165805	---MCZ	200	added ('OK')	image/png	etag:W/%2259f9977d-11c9ed%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/Untitled.png	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/Untitled.png	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:12:47	249212/249212	---MCZ	200	added ('OK')	image/png	date:Tue,%2029%20Aug%202017%2004:18:51%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/white.png	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/white.png	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:12:47	239162/239162	---MCZ	200	added ('OK')	image/png	date:Tue,%2029%20Aug%202017%2004:17:09%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/black.png	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/black.png	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:13:04	259363/259363	---MCZ	200	added ('OK')	image/png	date:Tue,%2029%20Aug%202017%2004:18:31%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/red.png	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/red.png	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:13:25	125077/125077	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2004:18:30%20GMT	http://www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/phong-cach-the-thao-nang-dong-va-ca-tinh.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/www.mitsubishi-motors.com.vn/w/wp-content/uploads/2017/06/phong-cach-the-thao-nang-dong-va-ca-tinh.jpg	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
14:13:26	31556/31556	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2007:13:25%20GMT	http://mitsubishisavico.com.vn/dang-ky-lai-thu/?id=20	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/dang-ky-lai-thu/indexe5cc.html	(from http://mitsubishisavico.com.vn/san-pham/outlander-sport/)
